pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature
8,85,0,5,1,15,6,4,4,803.5824542,25.50773294
7.7,600,0,67,53,77,31,39,41,803.5824542,29.15320526
7.9,200,0,12,2,61,25,10,10,803.5824542,27.98733163
7.8,1150,0,204,125,102,41,72,91,803.5824542,25.19952869
8.3,450,0,23,13,56,22,35,17,803.5824542,26.84933875
7.9,250,0,23,12,46,18,9,19,803.5824542,29.62255355
8,700,0,84,58,112,45,49,19,803.5824542,26.03893503
7.9,400,0,46,26,77,31,19,27,803.5824542,28.84926975
8,250,0,12,9,61,25,10,19,803.5824542,29.91621835
7.8,300,0,19,8,128,51,1,16,803.5824542,27.84263911
8.3,450,0,14,12,41,16,15,72,803.5824542,27.08158446
7.9,400,0,23,12,66,27,29,20,803.5824542,26.07909373
7.47,438,0,38.2,5,238.7,56.36,23.79,6.4,803.5824542,29.36307139
7.78,454,0,15.7,3.2,127.8,14.61,22.17,74,803.5824542,27.21065479
8.08,230,0,20.2,11.6,122.2,29.23,11.95,14.1,803.5824542,25.57374839
7.89,654,0,72.1,53.1,270.8,37.58,42.98,29.9,803.5824542,25.68312618
7.76,484,0,33.6,44.1,166.7,22.96,26.55,47.6,803.5824542,28.31596826
7.82,350,0,15.7,3.6,194.4,58.45,11.77,8.9,803.5824542,28.87808096
7.48,506,0,96.1,16.8,114.6,25.05,12.64,59.2,803.5824542,27.26701093
8.3,1630,0,235.5,100.1,385.4,79.33,45.49,57.3,803.5824542,27.83484144
7.95,500,0,76.9,17.4,187.5,31.31,26.55,27.9,803.5824542,28.22448566
7.5,578,0,91.3,55,182.3,43.84,17.69,38.6,803.5824542,26.35727835
8.27,584,0,59.1,51,175.7,33.4,22.42,83.2,803.5824542,29.24559609
8.11,526,0,50.5,38.7,161.5,37.58,16.42,30.5,803.5824542,26.08473916
8.28,457,0,31.2,49,125,20.88,17.7,61,803.5824542,28.98485354
8.22,538,0,74.5,60.7,109.4,31.31,7.57,84.2,803.5824542,26.66620464
8.2,380,0,7.2,22.3,224,37.57,31.6,17.9,803.5824542,26.67270139
7.64,520,0,88.9,38,99,25.05,8.84,65,803.5824542,26.86574959
7.92,253,0,24.6,30.6,94.7,27.14,6.53,25.3,803.5824542,26.0223261
7.85,404,0,31.4,25.8,122.2,25.05,14.48,28.3,803.5824542,29.75521767
8.26,404,0,28.8,9.1,119.8,27.14,12.63,26,803.5824542,27.60490705
7.76,400,0,24.4,1.9,158.7,25.05,23.35,37.1,803.5824542,27.22860739
8.28,706,0,57.7,44.1,296.9,89.76,17.66,37.8,803.5824542,28.8786292
8.11,182,0,9.6,4.4,99,18.79,12.64,18.7,803.5824542,26.38827903
8,1047,0,213.9,83.9,291.7,39.66,46.78,113,803.5824542,27.36641665
7.92,1135,0,223.5,162,406.3,83.5,48.02,79.7,803.5824542,25.56928144
8.21,351,0,24,13.7,99,18.79,12.64,32.7,803.5824542,29.05032607
8.6,172,0,13.5,12.8,83.3,20.88,7.56,12.2,803.5824542,29.22067631
8.21,210,0,15.1,15.6,80.4,16.7,9.39,18.8,803.5824542,25.84457299
7.9,970,0,177,44,350,68,44,57,803.5824542,29.56810975
7.91,730,0,47,44,285,56,35,35,803.5824542,28.28770517
7.55,1200,0,215,93,355,108,21,108,803.5824542,29.17767391
7.88,1260,0,195,27,391,82,45,107,803.5824542,25.74851419
7.42,1940,0,309,24,616,125,74,160,803.5824542,29.78166474
7.69,580,0,30,9,245,54,27,18,803.5824542,29.29109356
7.44,1710,0,228,44,516,121,52,152,803.5824542,27.52953883
7.54,990,0,103,16,363,86,36,58,803.5824542,27.04274689
7.59,620,0,67,25,210,50,21,43,803.5824542,26.80344695
7.58,950,0,105,22,324,73,34,68,803.5824542,29.44766286
7.41,1450,0,177,68,471,127,37,109,803.5824542,29.97002218
7.94,600,0,30,6,248,42,35,20,803.5824542,25.57335942
7.82,890,0,117,22,301,72,29,63,803.5824542,25.59190102
7.61,1010,0,137,9,340,87,30,75,803.5824542,28.88556424
7.78,740,0,66,9,277,60,31,41,803.5824542,27.73221566
7.44,350,0,26,5,135,25,18,15,803.5824542,25.83782054
7.58,1420,0,177,25,381,98,33,99,803.5824542,28.00169224
7.9,570,0,44,7,223,42,29,25,803.5824542,29.16399744
8.35,1200,15,149,22,382,97,34,86,803.5824542,29.86297333
7.95,660,0,56,5,244,61,22,37,803.5824542,27.28450764
7.72,530,0,35,3,215,47,24,20,803.5824542,27.26733556
7.56,640,0,56,5,240,68,17,33,803.5824542,25.52761568
8.1,500,0,28,5,206,46,22,16,803.5824542,29.35030791
7.78,580,0,49,6,212,52,20,32,803.5824542,27.01741339
7.82,710,0,98,3,201,50,18,67,803.5824542,28.36314465
8,580,0,21,1,257,60,26,12,803.5824542,28.74502977
7.55,810,0,70,18,270,59,30,50,803.5824542,25.17940131
7.48,670,0,23,1,298,72,29,16,803.5824542,28.82019625
7.89,570,0,33,11,225,68,13,20,803.5824542,27.75548232
8.15,660,0,42,4,269,62,28,25,803.5824542,29.12177705
7.89,510,0,28,4,215,39,29,15,803.5824542,27.5919554
8.06,350,0,14,1,151,27,20,10,803.5824542,29.47770219
7.97,1000,0,81,20,361,84,37,51,803.5824542,26.93390392
8.2,650,0,65,60,66,27,56,68,803.5824542,29.15752666
8,1000,0,135,70,66,27,52,109,803.5824542,28.10062514
8.3,1500,0,151,152,61,25,50,250,803.5824542,28.9475149
7.5,125,0,7,16,20,8,7,9,803.5824542,28.13115337
7.9,650,0,65,109,92,37,38,47,803.5824542,25.77730149
8,550,0,58,86,71,29,36,36,803.5824542,28.46194384
7.8,350,0,19,40,87,35,22,12,803.5824542,26.7008457
7.9,350,0,14,17,102,41,18,6,803.5824542,29.80774178
7.2,200,0,30,1,46,18,5,17,803.5824542,29.04630459
8,250,0,19,36,66,27,11,12,803.5824542,28.15463158
8.1,400,0,35,43,82,33,23,16,803.5824542,27.97343084
7.4,90,0,5,1,10,4,2,12,803.5824542,26.47644572
7.3,500,0,104,38,66,27,7,73,803.5824542,29.32348839
7.9,300,0,16,41,56,22,17,12,803.5824542,27.60003942
8,250,0,7,3,71,29,12,5,803.5824542,28.36706681
8,300,0,19,11,66,27,12,13,803.5824542,25.91402102
7.8,150,0,12,1,41,16,2,13,803.5824542,26.1892688
7.7,100,0,5,1,31,12,2,4,803.5824542,28.10907566
7.8,200,0,14,41,46,18,6,14,803.5824542,28.14953277
7.7,250,0,16,64,51,20,13,16,803.5824542,27.81618952
8,200,0,19,15,51,20,9,8,803.5824542,29.39319245
7.7,400,0,23,50,133,53,6,16,803.5824542,25.87427986
7.66,571,0,85.714,56.52,142,31.2,15.4,61.16,803.5824542,27.9524674
7.97,261,0,37.082,12.25,64,13.6,7.2,21.51,803.5824542,25.94839025
8.1,231,0,22.158,10.25,44,10,4.6,15.1,803.5824542,26.21165416
7.94,305,0,39.696,18.56,78,17.6,8.2,20.93,803.5824542,28.99761507
7.94,404,0,98.48,46.52,103,23.6,10.6,56.46,803.5824542,27.42991887
7.68,114,0,18.158,15.25,29,6,3.4,12.71,803.5824542,27.65766396
7.5,215,0,38.854,16.63,49,11.6,4.8,25.05,803.5824542,27.27948554
7.93,226,0,27.082,14.35,59,13.6,6,14.55,803.5824542,28.36591388
8.11,261,0,24.62,12.35,64,13.6,7.2,14.89,803.5824542,25.65480727
7.75,623,0,83.708,42.36,147,33.2,15.4,45.16,803.5824542,25.5961117
7.99,246,0,44.316,22.35,59,13.6,6,24.05,803.5824542,26.16328394
7.84,604,0,61.55,32.56,147,33.2,15.4,36.04,803.5824542,29.55155602
7.94,595,0,68.936,42.35,137,29.6,15.1,45.21,803.5824542,26.6431403
7.99,319,0,22.848,11.23,78,17.6,8.2,13.26,803.5824542,27.47302095
7.18,181,0,36.93,10.25,34,8,3.4,19.68,803.5824542,29.10848879
7.58,375,0,44.316,22.53,83,17.6,9.36,29.99,803.5824542,25.16904251
7.94,358,0,51.702,26.53,69,15.6,7.2,31.28,803.5824542,25.31680434
7.75,218,0,17.234,10.35,49,11.6,4.8,9.43,803.5824542,26.49532659
7.74,264,0,24.62,15.23,69,15.6,7.2,17.5,803.5824542,25.36405141
7.91,216,0,28.006,14.23,44,10,4.56,18.03,803.5824542,28.2511311
7.94,793,0,152.644,86,182,41.2,18.96,103.03,803.5824542,26.88494101
7.91,638,0,123.1,62.32,152,33.2,16.56,71.09,803.5824542,29.94865634
7.61,309,0,32.006,25.32,83,19.6,8.16,17.55,803.5824542,26.60118408
8.14,234,0,17.082,11.2,44,10,4.56,10.7,803.5824542,25.98059255
8.16,569,0,64.924,45.23,137,29.6,15.12,42.73,803.5824542,26.11975017
8.14,148,0,11.334,8.53,39,10,3.36,6.84,803.5824542,28.48612731
7.99,289,0,22.158,12.35,83,19.6,8.16,15.35,803.5824542,29.18628486
8.09,297,0,29.544,24.56,83,17.6,9.36,20.24,803.5824542,26.97272058
7.9,198,0,19.696,16.2,49,11.6,4.8,12.75,803.5824542,26.48900484
7.95,236,0,36.93,22.3,54,11.6,6,25.9,803.5824542,29.35786944
7.85,391,0,49.24,20.2,108,23.6,11.76,25.63,803.5824542,27.98597517
7.81,227,0,27.082,12.4,64,13.6,7.2,15.23,803.5824542,28.5984437
8.11,284,0,22.158,13.1,74,17.6,7.2,15.13,803.5824542,25.83741021
8.06,385,0,56.86,28.6,103,23.6,10.56,32.71,803.5824542,28.45002896
7.67,1001,0,183.398,87.5,231,51.2,24.72,103.85,803.5824542,25.17962553
8.09,456,0,67,39.1,103,23.6,10.56,41.45,803.5824542,27.96542412
7.76,763,0,123.236,85.8,182,41.2,18.96,81.41,803.5824542,27.00035675
7.9,241,0,37.392,21.6,54,11.6,6,26.75,803.5824542,27.14446333
8.08,502,0,56.976,26.56,123,27.6,12.96,36.36,803.5824542,29.27443974
8.09,259,0,42.592,18.23,59,13.6,6,22.6,803.5824542,29.31562469
7.93,180,0,22.834,12.3,39,8,4.56,14.19,803.5824542,25.14715614
9.07,980,72,14,120,130,36,10,195,803.5824542,23.40473269
8.68,900,36,43,211,170,20,29,160,803.5824542,23.17227495
8.66,590,24,50,38,140,16,24,78,803.5824542,23.37019782
8.63,500,36,14,14,200,20,36,32,803.5824542,22.73630013
8.81,2688,72,347,390,180,16,34,580,803.5824542,24.05934643
9.08,1928,84,236,272,400,8,92,330,803.5824542,24.6429723
8.75,1097,72,111,68,280,36,46,124,803.5824542,22.49517465
8.94,2213,84,174,325,140,12,27,480,803.5824542,24.45848098
8.32,2879,36,410,470,640,20,143,345,803.5824542,23.90384714
8.67,915,36,83,18,160,20,27,158,803.5824542,20.62772202
8.5,545,12,55,42,160,48,9.6,45,803.5824542,20.64217908
9.05,1412,84,62,160,210,8,40,255,803.5824542,23.57116488
9.07,3234,96,233,562,210,8,46,662,803.5824542,24.0936427
8.71,1729,108,188,102,450,16,99,196,803.5824542,20.49627454
8.37,1723,24,160,270,390,28,77,170,803.5824542,20.32939324
8.7,482,36,14,0,190,8,41,49,803.5824542,21.72726592
8.82,744,48,35,12,220,12,46,89,803.5824542,24.36435942
8.65,882,36,125,0,220,24,39,99,803.5824542,21.47850312
8.9,800,60,35,0,160,4,36,104,803.5824542,21.82269671
8.5,8500,60,1405,2032,1010,64,207,1602,803.5824542,24.95705112
8.66,5085,48,730,1440,490,36,96,1069,803.5824542,22.63944182
9.06,1191,192,42,120,200,24,34,230,803.5824542,22.02856021
8.56,1150,60,64,144,230,28,39,130,803.5824542,21.13809964
8.61,300,36,14,24,120,28,12,20,803.5824542,24.21502096
8.41,820,48,57,106,260,44,36,75,803.5824542,22.10293593
8.9,500,48,14,0,170,12,34,77,803.5824542,23.72098144
8.4,322,24,28,8,110,24,12,34,803.5824542,23.63067949
8.38,294,12,21,0,100,24,10,35,803.5824542,21.90028946
8.5,242,36,6.9,0,110,20,15,15,803.5824542,21.49365032
8.55,295,36,14,0,130,36,10,19,803.5824542,20.45204679
8.65,375,24,14,0,90,12,15,55,803.5824542,21.74121667
8.39,505,24,36,19,200,24,34,36,803.5824542,21.88673585
8.26,320,0,14,0,170,24,27,5.2,803.5824542,23.44423669
8.07,777,0,71,38,260,28,46,71,803.5824542,22.654459
8.51,562,48,36,0,220,16,44,47,803.5824542,22.64280024
8.25,760,0,78,58,210,28,34,72,803.5824542,23.87998948
8.42,745,24,128,67,200,32,29,101,803.5824542,20.04758069
8.64,418,48,21,0,110,20,15,57,803.5824542,24.45473218
8.41,650,36,57,29,230,16,46,66,803.5824542,24.98682548
8.55,296,24,6.9,0,140,20,22,18,803.5824542,21.37354833
8.85,747,48,28,0,180,4,41,110,803.5824542,23.11802751
8.92,1227,96,21,82,170,4,39,225,803.5824542,22.95948327
8.75,532,36,14,24,150,12,29,55,803.5824542,22.4344019
8.9,925,72,97,0,160,12,32,187,803.5824542,23.18778231
8.82,390,24,6.9,0,120,12,22,58,803.5824542,21.82827141
8.99,1445,60,104,180,270,8,60,225,803.5824542,24.39240992
8.28,208,0,6.7,125,150,24,22,5.72,803.5824542,22.90304627
8.9,452,36,28,50,190,20,34,33,803.5824542,20.15420472
8.5,5852,24,1022,1290,890,72,173,975,803.5824542,20.85889194
8.95,1335,72,63,5,90,12,15,275,803.5824542,22.27970066
8.32,3459,24,945,445,1170,108,197,305,803.5824542,20.05689117
8.35,910,24,90,192,280,60,32,85,803.5824542,20.15701495
8.58,2315,48,333,515,310,76,29,424,803.5824542,23.75442373
8.76,3350,120,764,460,860,100,148,349,803.5824542,22.8724897
8.57,1303,48,174,128,350,40,60,182,803.5824542,23.40774976
8.3,5839,48,1223,990,900,232,78,960,803.5824542,21.73980315
8.41,7005,108,813,2072,710,72,131,1440,803.5824542,21.37455853
8.9,1032,48,90,30,180,8,39,92,803.5824542,24.55751828
8.88,280,36,14,0,130,48,2.4,13,803.5824542,22.26635595
8.22,380,0,18,0,190,68,4.9,5.1,803.5824542,21.56612935
8.51,440,36,43,24,150,36,15,22,803.5824542,20.56460915
8.25,330,0,14,0,160,40,15,8.4,803.5824542,24.70290693
8.16,430,0,36,0,190,68,4.9,18,803.5824542,20.64541978
8.21,663,0,57,0,290,72,27,28,803.5824542,21.79361093
8.24,520,0,99,0,190,44,19,32,803.5824542,22.87591756
8.48,1070,12,21,278,190,32,27,170,803.5824542,22.07074038
8.9,2135,60,118,542,140,8,29,450,803.5824542,22.75661421
8.6,375,24,21,8,110,20,15,39,803.5824542,23.7918585
9,1095,108,83,5,250,16,51,175,803.5824542,23.27469145
8.9,485,36,21,0,180,12,36,45,803.5824542,21.73941676
8.8,1395,36,63,223,190,16,36,245,803.5824542,24.77507835
8.8,365,24,28,0,130,28,15,22,803.5824542,24.23624832
8.45,444,48,14,0,130,12,24,54,803.5824542,22.87982946
8.88,650,60,42,0,290,20,58,48,803.5824542,22.94416599
8.89,690,48,56,0,200,12,41,85,803.5824542,21.90073251
8.92,495,60,7,0,90,12,15,92,803.5824542,21.48622293
8.85,1312,48,125,102,370,8,85,110,803.5824542,23.38726784
8.72,615,24,49,8,130,24,17,91,803.5824542,22.06470312
8.9,535,48,14,10,70,4,15,104,803.5824542,20.19556688
8.85,1358,48,167,98,190,8,41,250,803.5824542,20.96208373
8.02,16910,0,4391,2785,4183,517,703,2400,803.5824542,22.54259921
8.82,1413,60,104,70,240,8,54,230,803.5824542,23.52462348
8.87,1672,96,174,135,380,12,85,260,803.5824542,21.48755234
9.05,2040,144,64,240,80,26,4,500,803.5824542,21.14613611
9.06,1670,144,128,245,200,32,29,350,803.5824542,24.43849988
8.06,2740,0,312,298,100,24,10,584,1781,23.39426953
8.07,4780,0,596,842,100,24,10,1051,3107,21.86656222
7.58,2660,0,465,436,370,62,52,431,1729,23.84843152
8.02,2370,0,184,352,340,40,58,388,1541,21.08625398
8.03,1170,0,92,132,280,40,44,139,761,22.29401808
7.7,4410,0,606,432,350,60,49,590,2867,21.25638611
8.32,4270,36,496,761,160,36,17,906,2776,22.36819621
7.87,1410,0,191,164,310,56,41,176,917,21.38605079
7.92,1640,0,149,236,300,60,36,234,1066,24.70465128
8.11,1820,0,142,240,210,32,32,318,1183,21.82245157
8.14,540,0,64,36,140,40,10,59,351,23.17932804
8.12,690,0,28,44,160,24,24,83,449,22.0315892
7.68,5120,0,997,574,500,112,54,766,3328,21.319894
8.33,515,36,64,43,140,32,15,52,335,23.93717996
8.42,4570,96,539,852,340,64,44,399,2971,23.52371528
8.41,4360,48,567,850,260,44,36,881,2834,20.26259981
7.51,3970,0,978,302,660,160,63,599,2581,24.99812354
8.18,1670,0,149,202,210,36,29,281,1086,20.85543391
7.86,2110,0,347,350,450,80,61,276,1372,20.72030815
7.27,6500,0,1025,832,1560,241,233,601,4225,22.53416563
7.89,1310,0,142,136,270,52,34,174,852,24.70344119
8.05,2560,0,191,389,320,64,39,442,1664,21.31554456
8.06,550,0,64,48,160,36,17,51,358,24.61116172
7.87,1810,0,50,187,140,36,12,351,1177,20.73090568
7.45,200,0,21,1,50,16,2,23,130,23.47174072
7.28,1220,0,220,5,290,68,29,150,793,24.12569518
7.8,1520,0,170,82,230,20,44,250,988,24.64284383
7.9,650,0,50,1,170,36,19,70,423,21.52206962
7.8,450,0,28,3,160,36,17,32,293,24.04391318
7.67,1550,0,284,140,330,60,44,210,1008,21.06202127
7.45,1590,0,241,93,560,88,83,150,1034,23.31940199
7.88,1040,0,55,24,240,38,35,115,676,20.06839798
8.35,2920,48,387,115,430,114,35,487,1898,22.98138478
8.52,1260,72,75,215,180,54,11,224,819,21.90390752
7.76,2550,0,403,192,240,30,40,467,1658,24.38571082
8.29,910,0,70,141,220,46,26,98,592,24.60726626
7.77,2730,0,502,158,320,74,33,476,1775,20.05438561
8.1,1570,0,70,233,110,26,11,313,1021,22.30461666
7.64,1220,0,96,45,270,72,22,153,793,23.16148916
8.21,1580,0,89,122,120,35,8,333,1027,20.43999106
8.4,2395,36,365,280,220,38,30,447,1557,22.40680607
7.86,1320,0,119,97,340,50,52,148,858,24.38821314
7.87,2800,0,394,285,380,120,19,461,1820,20.92530251
8.24,870,0,55,178,300,70,30,82,566,23.9122978
7.76,1060,0,63,52,250,70,18,128,689,24.00982154
8.42,985,24,105,73,210,30,33,123,640,21.63050033
8.28,910,0,91,159,180,42,18,129,592,23.1854989
7.37,570,0,43,15,200,40,24,45,371,21.41873621
7.63,1350,0,163,24,310,40,51,120,878,24.80171366
7.67,940,0,113,14,210,60,15,102,611,22.08604096
7.54,820,0,71,22,230,48,27,68,533,21.69334795
7.68,756,0,64,9,260,44,36,52,491,20.19437358
7.8,475,0,14,8,130,32,12,60,309,20.32580799
7.96,750,0,50,10,260,48,34,45,488,23.66119776
7.35,765,0,78,118,270,72,22,93,497,22.29204421
8.2,860,0,43,10,140,16,24,164,559,24.27284683
7.8,550,0,35,8,250,80,12,55,358,22.58170226
8.08,860,0,50,20,290,48,41,70,559,20.52652155
7.7,280,0,28,8,110,28,10,14,182,24.59179874
7.53,592,0,21,24,240,52,27,25,384,22.51776246
7.39,1780,0,291,92,410,100,39,183,1157,20.53852824
7.85,503,0,35,45,160,32,19,55,327,21.65425954
7.76,803,0,50,20,320,76,32,30,522,24.50711377
8,759,0,43,20,160,36,17,106,493,21.98516636
7.48,1120,0,135,70,330,68,39,94,728,22.37333439
7.45,1110,0,165,45,320,68,36,114,722,24.09187684
7.52,790,0,50,52,270,64,27,68,514,23.9372789
7.75,950,0,106,22,270,52,34,103,618,23.7302597
7.7,740,0,78,12,300,68,32,39,481,23.28207103
7.91,738,0,28,20,260,48,34,63,480,24.48047735
7.89,413,0,28,10,150,36,15,38,268,24.84294671
8.01,954,0,85,42,310,76,29,68,620,20.51703237
7.95,763,0,57,40,210,44,24,96,496,22.52448654
8.31,1820,24,106,531,470,68,73,201,1183,21.76775788
7.42,1280,0,191,166,250,52,29,180,832,20.00201877
7.84,680,0,35,30,200,56,15,65,442,21.08292661
8.19,800,0,85,61,260,64,24,62,520,23.25056671
8.19,790,0,58,62,290,56,36,48,514,22.80960749
7.79,740,0,85,3,240,48,29,57,481,23.27103756
8.4,700,60,43,48,300,52,41,22,455,23.98471306
8.29,420,0,21,14,170,40,17,19,273,23.64360208
8.16,1890,0,135,279,670,100,102,126,1229,22.95327497
8.46,550,24,35,84,214,52,20,28,358,23.83838218
8.13,2010,0,150,446,780,136,107,103,1307,20.35973596
8.42,1070,48,78,108,340,56,49,85,696,20.65178372
8.17,690,0,35,24,290,41,46,24,449,21.79562536
8.41,620,36,28,81,250,44,34,20,403,21.68523406
7.52,3400,0,574,321,750,120,109,424,2210,21.94245003
7.58,8300,0,1687,972,1460,240,209,1233,5395,20.90164688
7.77,10220,0,2481,1086,950,160,134,1909,6643,21.62477772
8.05,6550,0,997,1165,1125,150,182,992,4258,23.88575395
8.05,13350,0,3910,660,2615,250,484,1935,8678,24.21931361
7.82,1280,0,81,202,265,38,41,173,832,20.93768023
8.05,1710,0,216,165,285,54,36,263,1112,21.98392399
8.15,1210,0,180,147,215,34,32,175,787,24.74022296
8.2,6820,0,2102,155,765,150,95,1235,4433,22.88268393
8.4,3050,48,727,275,415,62,63,543,1983,24.70109414
8,4450,0,393,570,1095,210,139,450,2893,22.04103301
7.13,2250,0,288,210,615,94,92,232,1463,24.07233814
7.38,2760,0,322,477,975,130,158,190,1794,21.34434574
8.02,3180,0,638,300,320,40,54,602,2067,20.20227363
7.56,16000,0,5388,273,1440,176,243,3050,10400,24.69990893
7.56,500,0,21,1,200,56,15,28,325,21.60462922
7.94,706,0,50,2,190,28,29,83,459,21.63019495
7.84,600,0,57,40,160,28,22,64,390,20.19247889
8.28,970,0,57,36,90,16,12,194,631,21.66548823
7.44,6900,0,2411,20,2460,344,389,530,4485,21.01462703
8.08,7340,0,1914,540,1320,96,263,1090,4771,22.10751377
8.08,580,0,121,15,100,12,17,88,377,22.48785816
7.8,2650,0,370,350,670,152,71,390,1723,22.66453055
8.17,2430,0,525,145,790,48,163,210,1580,23.44960631
8.35,2170,12,234,47,160,20,27,445,1411,22.72343725
7.54,2750,0,638,214,730,104,114,310,1788,20.36054422
7.87,870,0,35,1,60,8,10,192,566,20.67901332
7.66,950,0,135,87,220,52,22,93,618,20.78818058
7.9,6030,0,1524,595,860,88,156,1120,3920,22.1883159
7.9,5270,0,1347,475,2240,240,399,265,3426,20.17311609
8.05,8580,0,1879,1265,1080,64,224,1640,5577,23.60541471
7.5,11820,0,3191,1490,2500,260,450,1900,7683,21.01166081
7.84,2070,0,525,16,770,100,126,104,1346,23.73279421
7.81,1400,0,135,115,230,48,27,212,910,20.44540571
7.53,3830,0,425,516,420,96,44,433,2490,22.75997741
7.84,3010,0,263,730,320,56,44,491,1957,24.09096
7.87,3845,0,518,492,430,64,66,684,2499,24.12432139
7.79,3330,0,723,206,680,152,73,452,2165,21.27114996
8.08,1660,0,206,96,280,72,24,225,1079,20.61191415
7.98,5280,0,1078,427,440,80,58,994,3432,23.73012073
8.02,1740,0,191,114,410,80,51,164,1131,22.06622682
7.48,6010,0,1560,365,920,176,117,1020,3907,23.73748068
7.57,4750,0,1176,388,860,152,117,685,3088,21.67072017
7.69,3020,0,504,186,670,92,107,381,1963,23.93679564
8.18,2050,0,241,275,170,24,27,530,1333,20.50076924
7.93,790,0,71,11,250,44,34,82,514,20.39290113
7.9,2005,0,298,45,300,40,49,315,1303,24.11203823
7.82,1805,0,410,20,250,60,24,309,1173,21.91872451
7.91,695,0,85,10,270,48,36,29,452,23.59119705
7.76,560,0,43,20,200,36,27,36,364,21.04419128
8.01,845,0,128,8,250,72,17,76,549,24.09386758
7.62,6950,0,993,1720,1300,232,175,994,4518,21.26252639
8.15,1410,0,163,40,170,28,24,254,917,20.31645227
7.52,4430,0,1241,198,920,288,49,620,2880,20.41654124
7.64,2330,0,404,56,830,128,124,139,1515,23.35320339
7.4,1420,0,260,5,400,68,56,142,923,23.32748688
7.64,1380,0,156,16,240,48,29,206,897,23.18741197
7.45,1950,0,340,160,600,80,97,220,1268,20.26402101
7.25,2450,0,482,85,920,272,58,131,1593,23.70269332
7.42,3280,0,844,120,780,172,85,380,2132,21.92009563
8,550,0,57,5,175,40,18,50,358,21.36090989
8.14,2050,0,284,20,535,76,84,245,1333,22.2225193
7.68,520,0,43,6,210,60,15,20,338,24.46238236
7.54,4480,0,1205,156,770,156,92,680,2912,20.68388459
7.84,550,0,35,210,230,44,29,45,358,23.49099649
7.74,630,0,43,14,270,40,41,38,410,24.05338339
7.7,1450,0,248,45,350,56,51,178,943,20.84217613
7.44,6500,0,993,750,1350,200,207,850,4225,23.74344486
7.76,2480,0,723,25,630,132,73,301,1612,21.37523298
8.02,432,0,35,20,90,28,5,55,281,23.49031777
8,1050,0,177,15,240,48,29,139,683,22.98097016
7.91,980,0,180,40,240,92,2,127,637,23.96386118
7.82,710,0,106,55,240,64,19,52,462,21.31529028
7.38,1820,0,320,65,700,140,85,96,1183,20.32911784
7.51,1820,0,248,60,710,100,112,88,1183,20.6941119
7.52,1060,0,199,70,440,84,56,49,689,24.27406515
7.57,950,0,135,10,340,60,46,73,618,24.47458379
7.6,3540,0,922,125,1000,100,182,354,2301,22.11106329
7.55,1050,0,156,5,240,48,29,130,683,22.85711872
7.2,4480,0,1149,270,820,172,95,650,2912,23.04683136
7.81,1300,0,149,284,120,16,19,250,845,23.63862128
8.14,2440,0,319,220,80,12,12,630,1586,23.08868918
7.77,475,0,35,24,150,48,7,32,309,22.775267
8.2,1150,0,57,13,15,2,2,280,748,22.04480313
7.83,8640,0,2340,1100,550,72,90,2000,5616,24.31636816
8.04,930,0,85,119,160,36,17,170,605,24.89695559
7.78,3680,0,525,528,410,48,71,740,2392,23.99739458
7.48,10460,0,3120,1082,1450,140,268,2001,6799,22.34354992
7.48,7980,0,2269,922,1250,260,146,1460,5187,22.63837656
7.82,1530,0,227,177,280,32,49,240,995,24.92837505
7.38,2050,0,475,188,280,68,27,350,1333,21.73809644
7.58,2230,0,305,104,640,132,75,210,1450,21.50065694
7.87,7950,0,2014,972,450,100,49,1800,5168,23.03750616
6.9,740,0,92,3,110,24,12,105,481,22.73221466
8.17,2100,0,340,93,150,48,7,425,1365,21.3325212
8.06,5600,0,1064,837,460,40,88,1260,3640,24.53677311
8,4050,0,681,236,340,48,54,830,2633,21.68149665
8.8,1900,72,191,172,30,4,5,425,1235,21.05579548
8.1,4290,0,1163,247,500,88,68,780,2789,23.05402825
8.14,2200,0,156,189,140,20,22,420,1430,20.7324869
8.4,2080,48,269,180,120,12,22,425,1352,20.0171642
7.34,750,0,50,89,170,28,24,70,488,20.49206634
7.46,610,0,43,35,250,52,29,30,397,23.59454035
8.08,1070,0,85,24,330,48,51,112,696,22.59361471
8.14,5260,0,525,1217,560,40,112,1020,3419,23.87082808
8.23,860,0,43,4,350,36,63,45,559,20.46058353
